ID,Stop Name,Latitude,Longitude
178976522,George Street (Stop GG),55.953419,-3.19867
178979677,Abercromby Place,55.956242,-3.198565
178919968,Thistle Street (Stop GH),55.954491,-3.197598
178869699,Hanover Street (Stop GJ),55.953014,-3.196784
178854676,Hanover Street (Stop GK),55.952515,-3.196544
178850389,The Mound (Stop MD),55.951454,-3.196528
178612215,Waverley Bridge (Stop WA),55.952404,-3.192217
178592257,Victoria Street,55.948711,-3.192071
178461906,National Museum of Scotland,55.947521,-3.189809
178464399,Bristo Place,55.946198,-3.189929
178305080,Potterrow,55.946045,-3.18709
178232119,Surgeons' Hall,55.946148,-3.18578
178195638,Chapel Street,55.944004,-3.18525
178050337,Buccleuch Terrace,55.941029,-3.182822
178783101,Princes Street (Stop PH),55.952354,-3.195274
178757589,Princes Street (Stop PJ),55.952442,-3.194813
178727556,Princes Street (Stop PK),55.952534,-3.194271
178799961,George Street (Stop GL),55.953953,-3.195484
178663997,St Andrew Square (Stop YD),55.954918,-3.192999
178520782,Princes Street (Stop PM),55.953121,-3.190542
178503975,Princes Street (Stop PN),55.953167,-3.190239
178734106,Dublin Street (Stop YH),55.955688,-3.194208
178428746,York Place (Stop YJ),55.95665,-3.188696
179496212,Goldenacre,55.971336,-3.206931
179648876,Lennox Row,55.977711,-3.209293
179672141,Zetland Place,55.976257,-3.209792
179652214,East Trinity Road,55.974949,-3.209511
179494415,Caithness Place,55.974598,-3.206712
179432084,Denham Green Avenue,55.973244,-3.205676
179379383,Bangholm Avenue,55.972012,-3.204805
179310249,Bangholm Place,55.971817,-3.203581
179025205,Warriston Crematorium,55.972576,-3.198445
178745609,Craighall Road,55.973343,-3.193406
180401749,Corinthian Quay,55.980812,-3.222564
180258204,Granton Breakwater,55.98027,-3.220031
180022299,Wardie Steps,55.980286,-3.215816
179747575,St Columbas Hospice,55.980434,-3.2109
179560276,Victoria Square,55.980106,-3.207573
179337400,Starbank Road,55.98003,-3.203596
179003472,Craighall Road,55.97945,-3.197664
178937407,Stanley Road,55.977871,-3.196574
178731835,Dudley Crescent,55.977654,-3.192914
178610439,Victoria Park,55.97559,-3.190863
178820368,Rodney Street,55.961933,-3.195393
178569105,Mansfield Place,55.95969,-3.191031
178510614,Broughton Place,55.958721,-3.190041
178411886,Broughton Street (Stop YA),55.957417,-3.188351
178371496,Leith Street (Stop JC),55.954296,-3.187807
178329480,Leith Street (Stop JD),55.955597,-3.186982
178169500,Elm Row (Stop ED),55.958988,-3.18393
177969114,Shrubhill,55.961998,-3.180178
177907717,Spey Street,55.964302,-3.17895
178835493,Logie Green Road,55.963181,-3.195592
178722490,Beaverhall Road,55.964088,-3.193521
178495321,Broughton Primary,55.966015,-3.189352
178296719,McDonald Street,55.964458,-3.185892
178088078,Hopetoun Crescent,55.962311,-3.182286
178387972,Redbraes Place,55.967716,-3.187337
178486340,Ferry Road,55.973694,-3.188754
178432423,Graham Street,55.972759,-3.187844
178339651,Elizafield,55.970116,-3.186337
178208055,Bonnington Toll,55.968689,-3.184067
178089217,Pilrig Gardens,55.967136,-3.182032
177984790,Dryden Street,55.965572,-3.180255
178971123,Pier Place,55.980713,-3.197014
178815878,Fishmarket Square,55.980885,-3.194231
178600452,Annfield,55.98032,-3.190415
178134447,North Leith Sands,55.978764,-3.182179
177983210,Prince Regent Street,55.977009,-3.179577
178462991,Newhaven Road,55.97406,-3.188316
178272670,Dudley Avenue South,55.974567,-3.184887
178120387,Leith Theatre,55.974979,-3.182143
178207142,Bonnington Toll,55.969246,-3.184019
178017239,Anderson Place,55.970566,-3.180551
177790627,Swanfield,55.971909,-3.176426
177902326,Mill Lane,55.974773,-3.178259
177763686,Cables Wynd,55.97319,-3.175872
177601537,St Anthony Street,55.971939,-3.173046
177563067,Parliament Street,55.974545,-3.172211
177449769,The Shore,55.975956,-3.170107
177895220,Ocean Terminal (Stop OF),55.979935,-3.177839
177976905,Commercial Street,55.978107,-3.179402
177689076,Victoria Quay,55.977211,-3.174311
177479601,Sandport Street,55.976555,-3.170606
177323191,Bernard Street,55.975933,-3.167847
177829148,Pilrig Street,55.96418,-3.177553
177714547,Balfour Street,55.966599,-3.175368
177621512,Foot of the Walk,55.968674,-3.173588
177578893,Kirkgate Centre,55.971153,-3.172686
178226736,Museum of Childhood,55.950535,-3.185434
177874514,Canongate Kirk,55.951622,-3.179077
177686133,Scottish Parliament,55.952488,-3.175661
177597282,Abbeyhill Crescent,55.953934,-3.173991
178326740,Waterloo Place (Stop ZK),55.953754,-3.187038
178115308,St Andrew's House,55.953953,-3.183248
177923849,Regent Terrace,55.953465,-3.179854
177548722,Calton Terrace Brae,55.955929,-3.17301
177539633,Abbeymount,55.956821,-3.172797
178095515,Leopold Place (Stop EE),55.957966,-3.182666
178049656,Leopold Place (Stop EF),55.957939,-3.181848
177889779,Brunswick Street,55.957867,-3.178995
177751491,Wellington Street,55.957809,-3.176527
177556464,Brunton Place,55.957699,-3.173048
177501426,Montgomery Street,55.958183,-3.172037
177477276,Brunswick Road,55.96059,-3.171469
177458120,Albert Street,55.962914,-3.170995
177442771,Dalmeny Street,55.96418,-3.170649
177417157,St Clair Avenue,55.96611,-3.170082
177340550,Academy Park,55.968056,-3.168603
177398162,Duke Street,55.969952,-3.169525
177003530,Salamander Place,55.972717,-3.162318
176947843,Links Gardens,55.971214,-3.161408
177191707,Burns Street,55.968243,-3.165933
177065514,Woodville Terrace,55.966072,-3.163801
176987164,Hermitage Park Grove,55.96471,-3.162478
176827510,Lochend Park,55.962837,-3.159731
176757633,Lochend Castle Barns,55.961727,-3.158545
176678385,Lochend Gardens,55.959988,-3.157227
176575328,Lochend Quadrant,55.959995,-3.155385
176482049,Lochend Drive,55.961647,-3.153625
177205293,Vanburgh Place,55.969193,-3.166122
177059674,Somerset Place,55.969498,-3.163503
176697565,Hawkhill,55.963032,-3.157398
176844776,Gladstone Place,55.969559,-3.15966
176717224,Ryehill Terrace,55.967468,-3.157499
176569709,Restalrig Circus,55.965149,-3.154994
176512048,Lochend Avenue,55.9636,-3.154051
177308690,Abbeyhill,55.957436,-3.168635
177255441,Abbeyhill,55.957355,-3.167688
177144079,Marionville Road,55.957123,-3.165711
176990927,Dalgety Avenue,55.957336,-3.162962
176656540,Marionville Park,55.958794,-3.156904
176555976,Marionville Avenue,55.959324,-3.155077
176357014,Marionville Drive,55.959511,-3.151511
176826200,Summerfield Place,55.969986,-3.159304
176703864,Claremont Park,55.970097,-3.157112
176416158,Sleigh Drive,55.961746,-3.152442
176352557,Restalrig Gardens,55.960636,-3.151368
176087577,Loganlea Drive,55.957344,-3.146818
175903841,Restalrig Avenue,55.957157,-3.143545
175662021,Britwell Crescent,55.956631,-3.139253
176483235,Seafield Place,55.970276,-3.15316
176294070,Seafield Cemetery,55.971027,-3.149738
176040139,Seafield Street,55.968948,-3.145318
176364391,Sleigh Drive,55.962349,-3.151483
176204627,Findlay Avenue,55.962494,-3.14862
176035909,Restalrig Drive,55.962639,-3.145597
175883284,Loaning Road,55.961281,-3.142946
175832479,Craigentinny Road,55.960037,-3.142108
176080588,Loganlea Place,55.958324,-3.146638
175704268,Loganlea Road,55.960213,-3.139807
175564611,Craigentinny Crossroads,55.960255,-3.137309
175599256,Craigentinny Avenue,55.958313,-3.138037
177030748,Marionville Road,55.956852,-3.163701
176742409,Meadowbank Stadium,55.955986,-3.158597
176327951,Meadowbank House,55.955154,-3.151237
176132881,Piershill Square West,55.955204,-3.147748
176020918,Piershill Square East,55.955223,-3.145746
175807961,Piersfield Terrace,55.955475,-3.141926
175435828,Christiemillar Avenue,55.960499,-3.134994
175208445,Vandaleur Avenue,55.960941,-3.130906
175037253,Bryce Avenue,55.960384,-3.127878
174862347,Portobello Road,55.957706,-3.124902
175557843,Piershill Cemetery,55.956207,-3.137415
175331685,Moira Terrace,55.956516,-3.133356
175167544,Parker Road,55.956867,-3.130403
174906620,Goff Avenue,55.957405,-3.12571
174823873,Wakefield Avenue,55.957535,-3.124224
174627017,King's Road,55.956657,-3.120755
174608285,King's Road,55.956482,-3.12043
174775093,Bus Depot (Stop 1),55.958973,-3.123272
174444129,Bridge Street,55.954945,-3.117582
174310088,Portobello Town Hall,55.953499,-3.115267
174278976,Portobello Town Hall,55.953175,-3.114729
174111253,Windsor Place,55.952194,-3.111786
175703356,Royal High Primary,55.954594,-3.140106
175597006,Northfield Road,55.953156,-3.138286
175482686,Northfield Square,55.950424,-3.136396
175493211,Northfield Farm Avenue,55.947929,-3.136724
175320206,Mountcastle Grove,55.952049,-3.133401
175164314,Mountcastle Gardens,55.951492,-3.130646
175008597,Figgate Park,55.950024,-3.127945
174921164,Duddingston Road,55.948025,-3.126494
176135902,Abercorn Road,55.954155,-3.147861
175948124,Willowbrae Gardens,55.952377,-3.144605
175701997,Ulster Drive,55.950188,-3.140329
175634750,Northfield Crescent,55.949245,-3.13918
175513173,Paisley Drive,55.947426,-3.137109
175445836,Duddingston Mills,55.946274,-3.13597
178387915,North Bridge (Stop ND),55.951794,-3.188243
178298207,South Bridge,55.949032,-3.186797
178284976,South Bridge,55.948532,-3.186589
178172262,Surgeons' Hall,55.945816,-3.184729
178150482,Surgeons' Hall,55.945389,-3.184364
178042908,West Richmond Street,55.945919,-3.182411
177876663,Rankeillor Street,55.943253,-3.179591
177785127,Parkside Street,55.941559,-3.178051
177701291,Lutton Place,55.94072,-3.1766
178067450,St Partick Square,55.943066,-3.183012
178040323,St Patrick Square,55.942646,-3.182551
177962439,Bernard Terrace,55.941376,-3.181231
177923203,Sciennes House Place,55.937553,-3.180747
177919825,Bernard Terrace,55.940536,-3.180517
177797500,East Preston Street,55.939327,-3.178399
178621467,Beaufort Road,55.934959,-3.193378
178111272,Seton Place,55.936466,-3.184171
178437166,Grange Cemetery,55.935539,-3.19005
178281734,Lauder Road,55.935982,-3.187246
177941632,Causewayside,55.936928,-3.181112
177837702,Newington Road,55.938934,-3.17914
177742867,Salisbury Place,55.937115,-3.177548
177606647,Minto Street,55.934891,-3.175239
177469431,Mayfield Gardens,55.932632,-3.172914
177354319,East Savile Road,55.930691,-3.170966
177193226,Suffolk Road,55.927933,-3.168242
177810774,Duncan Street,55.934704,-3.178899
177723834,Fountainhall Road,55.93285,-3.17745
177577624,West Savile Road,55.929115,-3.175048
177992683,Watertoun Road,55.927589,-3.182556
177846480,Langton Road,55.928448,-3.179893
177719425,Savile Place,55.929192,-3.177579
177522655,Lussielaw Road,55.927391,-3.174163
177426515,Rankin Drive,55.924923,-3.172584
178080755,Eva Place,55.926197,-3.18421
177787889,Royal Observatory,55.92469,-3.179059
177473647,West Mains Road,55.924496,-3.173451
177176358,Gordon Terrace,55.925751,-3.168064
177495357,Commonwealth Pool,55.938335,-3.173054
177354747,Marchhall Place,55.936859,-3.170624
177166026,Priestfield Road,55.934319,-3.167394
177034076,Prestonfield Avenue,55.932587,-3.165133
176843086,Cameron Crescent,55.929745,-3.161879
177083017,Lady Road,55.926987,-3.166325
176934907,Cameron Toll Centre,55.928379,-3.163598
176676351,Cameron House Avenue,55.930256,-3.158869
176527353,Peffermill Playing Fleids,55.931656,-3.156126
177014564,Prestonfield Terrace,55.933544,-3.16473
176812806,Clearburn Crescent,55.933666,-3.161116
176624295,Prestonfield Park,55.933006,-3.157783
176438061,Morgan Playing Fields,55.932446,-3.154485
176233707,Kings Haugh,55.9324,-3.150834
175900037,Craigmillar Castle Gardens,55.932087,-3.144886
175758748,Craigmillar Castle Road,55.932495,-3.142337
175729630,Peffer Bank,55.933517,-3.141759
175873430,Cavalry Park,55.93718,-3.144124
175944127,Holyrood High School,55.942211,-3.145105
175760939,Meadowfield Gardens,55.943607,-3.141752
175509385,Meadowfield Avenue,55.944756,-3.137191
177092150,Lady Road,55.925915,-3.166549
177115576,Gordon Terrace,55.921516,-3.167217
177107723,Orchardhead Road,55.918613,-3.167241
177060845,Orchardhead Loan,55.915764,-3.166564
176951617,Wolridge Road,55.914272,-3.164695
176883318,Liberton Cemetery,55.913097,-3.16354
176962353,Mossgiel Walk,55.917965,-3.164678
176797911,Kirk Park,55.915051,-3.161902
176701479,Kirkgate,55.913784,-3.160249
176856145,Liberton Place,55.911736,-3.163131
176853138,Little Road,55.908894,-3.163238
176888209,St Katherine's Brae,55.907097,-3.163967
176984193,Mortonhall Crematorium,55.904198,-3.165848
176855359,Kaimes Crossroads,55.901043,-3.163722
176775004,Burdiehouse Road,55.89978,-3.162356
176701316,Janefield,55.89822,-3.161126
176697693,Burdiehouse Terminus,55.896172,-3.161177
176700390,Burdiehouse Village,55.893772,-3.161361
176621828,Southhouse Loan,55.901192,-3.159536
176408136,Gracemount Drive,55.902119,-3.155661
176271578,Gracemount Leisure Centre,55.902725,-3.153184
176100303,Lasswade Grove,55.903545,-3.150074
176590694,Yewlands Gardens,55.911777,-3.158381
176504844,Malbet Park,55.910122,-3.156939
176400621,Liberton Hospital,55.908348,-3.155175
176316710,Ellen's Glen Road,55.907269,-3.153735
176152380,Gracemount High School,55.905453,-3.150898
176039513,Gilmerton Dykes Street,55.904301,-3.148944
175771088,The Murrays,55.900345,-3.144365
175622040,Gilmerton Dykes Road,55.898151,-3.141822
175376024,West Edge Farm,55.895672,-3.13756
177058963,Nether Liberton Lane,55.924053,-3.166061
176966666,Orrok Park,55.923286,-3.164454
176744962,Glenallan Drive,55.92112,-3.160612
176461127,Glenvarloch Crescent,55.918858,-3.155664
176322942,Claverhouse Drive,55.917667,-3.15326
176071417,Liberton High School,55.914841,-3.148921
175907207,Moredun Park Gardens,55.913441,-3.146063
175857569,Moredunvale Green,55.914654,-3.145107
175786762,Moredunvale Loan,55.916302,-3.143748
175542906,Nether Craigour,55.918812,-3.139246
175932622,Moredunvale Road,55.913326,-3.146524
175689360,Moredun Park Road,55.911659,-3.142267
175562891,Guardwell Glen,55.910271,-3.140083
175379437,Gilmerton Primary School,55.908752,-3.136887
175198158,Gilmerton Crossroads,55.906372,-3.133778
175950006,Gilmerton Dykes Crescent,55.904282,-3.147344
175831799,Gilmerton Dykes Avenue,55.904434,-3.145221
175626166,Burndale Place,55.903877,-3.141574
175437719,Hyvot Park,55.903736,-3.138211
175317777,Newtoft Street,55.904636,-3.136015
175058607,Drum Street,55.905048,-3.131356
174829194,Drum Cottages,55.904179,-3.127301
174613152,Gilmerton Station Road,55.902935,-3.123506
174030796,Gilmerton Junction,55.900021,-3.113251
175119912,Ferniehill Avenue,55.906647,-3.132363
174971394,Ferniehill Place,55.908138,-3.129623
174822016,Ferniehill Road,55.912468,-3.126709
176725243,Cameron Toll,55.928524,-3.159841
176550929,Bridgend Cottages,55.927643,-3.156774
176344050,Craigmillar Cemetery,55.925762,-3.153181
176134988,Walter Scott Avenue,55.923237,-3.149585
175877609,Kingston Avenue,55.921257,-3.145094
175720703,Craigmillar Castle Road (Stop IJ),55.920815,-3.142313
175524476,Little France (Stop IK),55.920013,-3.138849
175293600,Little France Road,55.918324,-3.134815
174917263,Fernieside Drive,55.914997,-3.128271
174786832,Fernieside Grove,55.913715,-3.12601
175639151,Craigmillar Castle Road,55.932758,-3.140184
175497997,Craigmillar Library,55.933014,-3.137646
175332885,Wauchope Place,55.932747,-3.134709
175163934,Greendykes Road,55.932236,-3.131717
175037385,St Teresa Church,55.931976,-3.129469
174831470,Niddrie Marischal Drive,55.930088,-3.125893
174737485,Niddrie House Avenue,55.92915,-3.124265
174283259,Greendykes Terminus,55.924709,-3.116391
174726344,Greendykes Terrace,55.92775,-3.124144
174933419,Wauchope Road,55.932892,-3.127559
174718141,Hay Avenue,55.933754,-3.123662
174536988,Hay Drive,55.934261,-3.120395
174413402,Jack Kane Centre,55.934055,-3.118197
174248877,Niddrie Mill Avenue,55.933922,-3.115263
175359803,Cygnet Court,55.945885,-3.134454
175122899,Duddingston Avenue,55.947109,-3.130151
174850736,Mountcastle Drive South,55.947903,-3.125242
174692369,Hamilton Terrace,55.948322,-3.122388
175177186,Duddingston Avenue,55.94347,-3.131325
174958614,Duddingston View,55.941395,-3.127534
174883186,Bingham Avenue,55.93985,-3.126272
174949627,Duddingston Gardens,55.942707,-3.1273
174743801,Bingham Avenue,55.939533,-3.123798
174712661,Southfield Loan,55.942978,-3.123049
174883357,Durham Terrace,55.947224,-3.125863
174763009,Durham Place West,55.945091,-3.123831
174682317,Durham Drive,55.943562,-3.122474
174519490,Bingham Crescent,55.940575,-3.11973
174316107,Durham Road South,55.940742,-3.116085
174494348,Milton Gardens North,55.943401,-3.119123
174202305,Niddrie Mill,55.934288,-3.11441
174232695,Niddrie Mill Crescent,55.935802,-3.114869
174264718,The Jewel,55.938217,-3.115307
174261588,The Jewel,55.939259,-3.115193
174291029,Magdalene Drive,55.941132,-3.115615
174347820,Milton Road,55.942715,-3.116542
174103633,Parrotshot,55.938995,-3.112384
173875964,Corbiewynd,55.939518,-3.108285
173737364,Milton Link,55.939758,-3.105794
174492810,Durham Place Lane,55.946854,-3.118903
174521411,Southfield Place,55.949871,-3.119246
174389833,Brighton Place,55.95142,-3.116808
174004213,Bellfield Lane,55.951725,-3.109899
173795646,Pitville Street,55.950813,-3.106222
173609965,Brunstane Road North,55.950008,-3.102948
173453562,Morton Street,55.949333,-3.10019
173162165,Coillesdene Drive,55.948895,-3.095006
172954411,Seaview Terrace,55.948727,-3.091302
172698526,Joppa Pans,55.948608,-3.086735
172708896,Joppa Pans layby,55.948723,-3.086914
172475423,Coillesdene Avenue,55.947834,-3.08279
174230594,Portobello High School,55.943874,-3.114382
173966036,Hope Lane,55.944378,-3.109625
173761435,Magdalene Drive,55.944302,-3.105972
173474493,Edinburgh College,55.944427,-3.100836
173220354,Brunstane Bank,55.944866,-3.096269
173060311,Coillesdene Crescent,55.945305,-3.093384
172897858,Portobello Cemetery,55.945816,-3.090452
172695552,Milton Terrace,55.94643,-3.086802
172533193,Eastfield Gardens,55.946774,-3.083881
172415536,Brunstane Mill Road,55.946701,-3.081782
173982069,Peacocktail Close,55.933723,-3.110504
173814047,Fort Kinnaird West,55.933598,-3.107507
173630361,Fort Kinnaird,55.934517,-3.104172
173376135,Fort Kinnaird East,55.933758,-3.099669
173097594,The Cuddie Brae,55.934502,-3.094648
172874825,Newcraighall Drive,55.935123,-3.090631
172716079,Whitehill Street,55.935829,-3.087754
172508222,Benhar Road,55.937534,-3.083944
180482554,The Steils,55.918224,-3.227616
181108409,Glenlockhart Bank,55.919559,-3.238731
178594936,Western Harbour Park,55.985031,-3.190048
178805235,Windrush Drive,55.982548,-3.193946
178682796,Sandpiper Drive,55.981915,-3.191795
175509776,RH Sick Children (Stop IL),55.921993,-3.138475
175188280,Royal Infirmary (Stop IN),55.922314,-3.132708
175186542,Royal Infirmary (Stop IO),55.922134,-3.132687
175184751,Royal Infirmary (Stop IP),55.921955,-3.132665
175051898,SCRM,55.92205,-3.130284
174746193,Sandilands Close,55.924759,-3.124666
172549469,Benhar Road,55.93716,-3.084702
172703664,Whitehill Street,55.935848,-3.087531
172937141,Newcraighall Drive,55.934853,-3.09176
173327520,Fort Kinnaird East,55.933701,-3.098803
173489376,Whitehill Road,55.933281,-3.10172
173646517,Fort Kinnaird,55.934334,-3.104471
173860046,Fort Kinnaird West,55.933479,-3.108336
174012869,Peacocktail Close,55.933609,-3.111061
172428292,Brunstane Mill Road,55.946556,-3.082018
172582657,Eastfield Gardens,55.946613,-3.084774
172757693,Milton Terrace,55.946117,-3.08793
172953719,Portobello Cemetery,55.945499,-3.091468
173141642,Brunstane Bank,55.944885,-3.094861
173377731,Edinburgh College,55.944416,-3.099107
173756261,Magdalene Drive,55.944149,-3.105888
174001712,Hope Lane,55.944157,-3.110275
174261946,Portobello High School,55.943684,-3.114953
172390022,Eastfield Junction,55.946991,-3.08131
172548190,Coillesdene Avenue,55.948063,-3.084078
172776872,Joppa Pans,55.948505,-3.088141
172950927,Seaview Terrace,55.948559,-3.091249
173129220,Coillesdene Drive,55.948753,-3.094425
173468548,Morton Street,55.949276,-3.100461
173645925,Brunstane Road North,55.950039,-3.103589
173826991,Pitville Street,55.950817,-3.106782
174004434,Bellfield Lane,55.95158,-3.109911
174128925,Windsor Place,55.952137,-3.112105
174352503,Brighton Place,55.951668,-3.116127
174542814,Southfield Place,55.948715,-3.119693
174468824,Durham Place Lane,55.946518,-3.118493
174392061,Milton Road,55.944309,-3.117244
174343202,Durham Road South,55.940605,-3.116577
174502181,Bingham Crescent,55.940514,-3.119424
174769651,Bingham Avenue,55.93932,-3.124272
173652575,Asda The Jewel (Stop 2),55.938862,-3.104328
173665721,Asda The Jewel (Stop 1),55.938808,-3.104566
173750697,Milton Link,55.939548,-3.106044
173937858,Corbiewynd,55.939346,-3.109401
174125752,Parrotshot,55.938751,-3.112793
174264163,Magdalene Drive,55.94075,-3.115156
174245846,The Jewel,55.939144,-3.114918
174224783,Niddrie Mill Crescent,55.936207,-3.114705
174200435,Niddrie Mill,55.934837,-3.114346
174591247,Milton Gardens North,55.943062,-3.120874
174781716,Durham Place West,55.945259,-3.124156
174871738,Durham Terrace,55.946854,-3.125676
174861619,Duddingston Gardens,55.94265,-3.12573
174954412,Duddingston View,55.941071,-3.127477
175200586,Duddingston Avenue,55.943493,-3.131742
174583470,Hamilton Terrace,55.948978,-3.120405
174958785,Mountcastle Drive South,55.94746,-3.127198
175211893,Duddingston Avenue,55.946621,-3.131769
174331951,Jack Kane Centre,55.933872,-3.116751
174516333,Hay Drive,55.934059,-3.120037
174700848,Hay Avenue,55.933697,-3.123356
174969814,Wauchope Road,55.932636,-3.128224
174739112,Greendykes Terrace,55.927612,-3.12438
174743375,Niddrie House Avenue,55.929066,-3.124375
174890562,Niddrie Marischal Drive,55.930473,-3.126928
175099854,Greendykes Road,55.932117,-3.130578
175276137,Wauchope Place,55.932487,-3.133709
175590372,Craigmillar Library,55.932667,-3.139317
174842191,Fernieside Grove,55.914074,-3.12698
175334430,Little France Road,55.918434,-3.135539
174993171,Fernieside Drive,55.915543,-3.129598
175523776,Little France (Stop IF),55.919861,-3.138845
175525895,Nether Craigour,55.918808,-3.138942
175777491,Craigmillar Castle Road (Stop IG),55.920895,-3.143324
176012358,Kingston Avenue,55.92173,-3.147477
176206163,Walter Scott Avenue,55.923889,-3.150821
176388393,Craigmillar Cemetery,55.926044,-3.153958
176495126,Bridgend Cottages,55.927204,-3.155801
176826630,Cameron Toll,55.928379,-3.161662
174810199,Ferniehill Road,55.912426,-3.1265
174943792,Ferniehill Place,55.908161,-3.129128
175059849,Ferniehill Avenue,55.906998,-3.131269
174087526,Gilmerton Junction,55.900108,-3.114261
174650507,Gilmerton Station Road,55.902885,-3.124177
174895040,Drum Cottages,55.904301,-3.128472
175113435,Drum Street,55.905293,-3.132323
175243404,Newtoft Street,55.905361,-3.134644
175418209,Hyvots Bank Terminus,55.903576,-3.137871
175544716,Burndale Place,55.903664,-3.140129
175738028,Gilmerton Dykes Avenue,55.904072,-3.143564
175921170,Gilmerton Dykes Crescent,55.904232,-3.146831
175221049,Gilmerton Crossroads,55.906487,-3.134181
175375809,Gilmerton Primary School,55.908558,-3.136833
175533902,Guardwell Glen,55.909817,-3.13959
175392163,Craigour Drive,55.917408,-3.136629
175424690,Craigour Avenue,55.916351,-3.13727
175425833,Craigour Grove,55.914345,-3.137403
175581536,Moredun Park Drive,55.913235,-3.14025
175795390,Moredun Park Road,55.912128,-3.144137
175939240,Moredunvale Road,55.913208,-3.146649
176116389,Liberton High School,55.915077,-3.149712
176302616,Claverhouse Drive,55.917339,-3.152915
176460304,Glenvarloch Crescent,55.918686,-3.155659
176572657,Ivanhoe Crescent,55.91954,-3.15762
176762879,Glenallan Drive,55.921127,-3.160932
176959183,Orrok Park,55.923042,-3.164334
177070161,Nether Liberton Lane,55.923969,-3.166266
175454767,West Edge Farm,55.896255,-3.138936
175631309,Gilmerton Dykes Road,55.898041,-3.141994
175770127,The Murrays,55.900146,-3.144359
176088974,Gilmerton Dykes Street,55.904545,-3.149815
176197511,Gracemount High School,55.905724,-3.15169
176327012,Ellen's Glen Road,55.907185,-3.153924
176453484,Liberton Hospital,55.908924,-3.156088
176523228,Malbet Park,55.910225,-3.157262
176616644,Yewlands Gardens,55.912151,-3.158824
176119625,Lasswade Grove,55.90329,-3.150434
176277936,Gracemount Leisure Centre,55.902561,-3.153307
176557722,Southhouse Loan,55.901249,-3.158386
176731393,Burdiehouse Village,55.89389,-3.161909
176719576,Janefield,55.89756,-3.16149
176781455,Burdiehouse Road,55.899628,-3.16248
176870035,Kaimes Crossroads,55.901123,-3.16398
176992588,Mortonhall Crematorium,55.90353,-3.166036
176958099,Alnwickhill Road,55.905827,-3.165289
176897505,St Katherine's Brae,55.907349,-3.164119
176869309,Little Road,55.908916,-3.163526
176867341,Liberton Place,55.911652,-3.163336
176777100,Kirk Park,55.914623,-3.161554
176970841,Mossgiel Walk,55.917873,-3.164835
176924835,Liberton Cemetery,55.913548,-3.164257
177044474,Orchardhead Loan,55.915344,-3.166295
177124914,Orchardhead Road,55.918091,-3.167578
177129236,Gordon Terrace,55.921009,-3.16749
177117219,Mid Liberton,55.923889,-3.167112
177107525,Lady Road,55.925949,-3.166822
175445820,Meadowfield Avenue,55.945145,-3.136033
175721767,Meadowfield Gardens,55.943657,-3.141049
175846040,Holyrood High School,55.942863,-3.143315
175857179,Cavalry Park,55.937153,-3.143835
175726000,Peffer Bank,55.933697,-3.141684
175748262,Craigmillar Castle Road,55.932362,-3.142157
175951630,Craigmillar Castle Gardens,55.931828,-3.145823
176200990,Kings Haugh,55.932117,-3.150265
176603354,Prestonfield Park,55.932751,-3.157423
176771456,Clearburn Crescent,55.933449,-3.160389
176892194,Prestonfield Terrace,55.933601,-3.162539
176572755,Peffermill Playing Fleids,55.931049,-3.156972
176686707,Cameron House Avenue,55.929993,-3.159069
176984707,Cameron Toll Centre,55.92775,-3.164524
176885621,Cameron Crescent,55.930214,-3.162613
177121281,Prestonfield Avenue,55.933578,-3.166636
177263660,Priestfield Road,55.935246,-3.169087
177336932,Marchhall Place,55.936321,-3.170336
177475103,Commonwealth Pool,55.938034,-3.172709
177159168,Gordon Terrace,55.925709,-3.167759
177505408,West Mains Road,55.924389,-3.174025
177705238,Kings Buildings,55.924076,-3.177616
177816843,Royal Observatory,55.92458,-3.179583
178062823,Eva Place,55.92601,-3.1839
177446093,Rankin Drive,55.925083,-3.172925
177556856,Lussielaw Road,55.928158,-3.174731
177657999,Savile Place,55.929451,-3.176466
177829427,Langton Road,55.928432,-3.179589
177987610,Watertoun Road,55.927471,-3.182472
177655914,West Savile Road,55.930485,-3.17637
177718851,Fountainhall Road,55.932743,-3.177367
177810640,Duncan Street,55.934486,-3.178909
177218526,Suffolk Road,55.928169,-3.168681
177377302,East Savile Road,55.930813,-3.17137
177529484,Mayfield Gardens,55.933384,-3.173945
177603385,Minto Street,55.934586,-3.175198
177681374,Salisbury Place,55.935894,-3.176518
177788725,Newington Road,55.93771,-3.178334
177801383,Salisbury Place,55.937187,-3.17859
178076333,Seton Place,55.936455,-3.183547
178171668,Cumin Place,55.93618,-3.185267
178278420,Lauder Road,55.935486,-3.187215
178176145,Dick Place,55.933617,-3.185493
178060882,Dalrymple Crescent,55.932568,-3.183492
178328034,Lauder Road,55.935749,-3.188087
178484337,Grange Cemetery,55.935299,-3.190907
178588262,Beaufort Road,55.934948,-3.192785
177780920,East Preston Street,55.939232,-3.178108
177938867,Bernard Terrace,55.940578,-3.180855
177960728,Sciennes House Place,55.938095,-3.181387
178084657,St Patrick Square,55.943287,-3.183307
177671530,Parkside Terrace,55.940121,-3.176102
177814381,Parkside Street,55.941681,-3.178567
177884198,Rankeillor Street,55.943142,-3.179732
177962508,East Crosscauseway,55.944317,-3.181065
178074705,West Richmond Street,55.945644,-3.182995
178181767,Surgeons' Hall,55.945744,-3.184903
